STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,RUR_URB,FUNC_SYS,RD_OWNER,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
40,400001,1,1,0,1,1,1,1,109,3170,1,1,2016,6,0,45,0,2,3,1,2,US-62,,57,35.49305278,-97.363877780000,0,9,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
40,400002,1,1,0,0,0,2,2,65,0,1,1,2016,6,1,2,0,1,6,2,4,CR-185,,49,34.44700000,-99.656100000000,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,0,58,1,24,88,88,0,0,0,1,1
40,400003,1,1,0,0,0,1,1,49,0,2,1,2016,7,9,14,0,1,5,1,3,SR-29,,49,34.65150000,-97.086900000000,0,38,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0
40,400004,2,2,0,0,0,2,2,147,0,3,1,2016,1,13,5,1,1,3,1,2,US-75,,126,36.60420000,-95.935300000000,0,12,1,0,8,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
40,400005,2,2,0,0,0,4,4,115,0,3,1,2016,1,16,21,0,1,5,1,3,SR-10,,2,36.67100000,-94.706900000000,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,16,19,16,30,17,8,0,0,0,2,1
40,400006,2,2,0,0,0,3,3,143,4780,3,1,2016,1,16,55,0,2,4,4,6,S SHERIDAN RD,,0,36.14890000,-95.904630560000,0,12,6,0,8,1,0,1,5,1,0,1,0,0000000,17,13,17,19,88,88,0,0,0,1,1
40,400007,1,1,0,0,0,1,1,97,0,4,1,2016,2,7,45,0,1,5,1,3,SR-82,,56,36.27470000,-95.143300000000,0,17,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
40,400008,2,2,0,0,0,4,4,51,0,4,1,2016,2,8,0,1,1,3,1,2,US-81,CS-2830,117,34.84630000,-97.955600000000,0,12,6,0,2,3,0,1,1,1,0,1,0,0000000,8,5,8,29,9,3,0,0,0,2,0
40,400009,1,1,0,1,1,1,1,133,0,4,1,2016,2,18,58,0,1,4,1,2,US-270,,57,35.19033333,-96.599930560000,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,18,58,19,3,88,88,0,0,0,1,0
40,400010,1,1,0,0,0,1,1,85,0,5,1,2016,3,6,33,1,1,1,1,1,I-35,,0,33.98420000,-97.135600000000,0,42,0,0,1,1,0,3,2,1,0,1,0,0000000,6,30,6,40,88,88,0,0,0,1,0
