STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,RUR_URB,FUNC_SYS,RD_OWNER,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
45,450001,3,3,0,0,0,5,5,87,0,1,1,2016,6,20,45,0,2,4,1,3,SR-49,,0,34.70479722,-81.645266670000,0,12,1,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,0
45,450002,2,2,0,0,0,3,3,55,0,2,1,2016,7,18,15,0,1,4,1,3,SR-21,,67,34.24881389,-80.820458330000,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450003,1,1,0,0,0,1,1,15,0,2,1,2016,7,4,21,0,1,4,1,3,SR-16,,73,33.14817500,-80.146616670000,0,34,0,0,1,1,0,4,6,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
45,450004,2,2,0,0,0,2,2,63,0,2,1,2016,7,4,45,1,2,1,1,1,I-26,,1151,33.93451944,-81.079958330000,0,12,1,0,1,1,0,1,2,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450005,1,1,0,1,1,1,1,83,0,3,1,2016,1,17,45,0,2,4,1,3,SR-9,,0,34.98566667,-81.946244440000,0,9,0,0,1,1,0,1,6,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450006,1,1,0,1,1,1,1,3,0,3,1,2016,1,20,10,0,2,7,2,4,CR-NORTH STREET,,0,33.40031944,-81.673238890000,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
45,450007,2,2,0,0,0,4,4,39,0,4,1,2016,2,10,15,0,1,3,1,2,US-21,,0,34.42851667,-80.946825000000,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450008,1,1,0,0,0,1,1,85,0,6,1,2016,4,1,10,0,2,4,1,3,SR-1342,,65,34.01705833,-80.446397220000,0,34,0,0,8,1,0,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450009,3,3,0,0,0,3,3,85,0,6,1,2016,4,7,13,1,2,3,1,2,US-76,SR-40,110,33.96512222,-80.443783330000,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450010,1,1,0,1,1,1,1,63,1430,6,1,2016,4,12,50,0,2,7,1,3,SR-176,SR-1683,3,33.98031389,-81.251000000000,0,8,0,0,2,3,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450011,2,2,0,0,0,2,2,63,2790,7,1,2016,5,13,17,0,2,7,1,3,SR-313,SR-398,8,33.98416944,-81.078638890000,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450012,2,2,0,0,0,3,3,5,860,8,1,2016,6,12,40,0,1,3,1,2,US-278,SR-286,121,32.94888056,-81.222611110000,0,12,6,0,2,2,0,1,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450013,1,1,0,0,0,1,1,3,0,8,1,2016,6,13,25,0,2,6,1,3,SR-895,,6,33.56921111,-81.781225000000,0,34,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450014,1,1,0,0,0,1,1,23,0,8,1,2016,6,1,0,0,1,3,1,2,US-321,,76,34.65616111,-81.196252780000,0,32,0,0,1,1,0,5,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
45,450015,2,2,0,0,0,2,2,15,0,10,1,2016,1,9,35,0,2,4,1,3,SR-62,SR-1263,51,32.99552222,-80.096947220000,0,12,6,0,2,3,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450016,2,2,0,0,0,2,2,23,0,10,1,2016,1,6,15,0,1,3,1,3,SR-97,,234,34.61973056,-81.108363890000,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450017,1,1,0,0,0,1,1,55,0,11,1,2016,2,13,30,0,1,3,1,2,US-301,,0,34.09621667,-80.691705560000,0,35,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450018,2,2,0,0,0,3,3,45,0,13,1,2016,4,13,0,0,1,3,1,3,SR-8,SR-52,27,34.64041389,-82.437416670000,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450019,2,2,0,0,0,3,3,41,0,14,1,2016,5,11,20,0,1,3,1,2,US-301,,0,34.17227222,-79.703388890000,0,12,6,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450020,1,1,0,1,1,2,2,19,410,14,1,2016,5,19,32,1,2,1,1,1,I-26,,2085,32.93420556,-80.047027780000,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450021,1,1,0,1,1,1,1,3,0,14,1,2016,5,18,15,0,1,4,1,3,SR-580,,0,33.40779167,-81.855083330000,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
45,450022,2,2,0,0,0,4,4,57,0,15,1,2016,6,19,20,0,2,3,1,3,SR-200,,73,34.66350556,-80.813630560000,0,12,2,0,1,1,0,1,6,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450023,1,1,0,0,0,1,1,45,0,15,1,2016,6,22,18,0,2,3,1,2,US-276,,0,34.92891944,-82.452805560000,0,42,0,0,1,1,0,4,2,10,0,10,0,0000000,88,88,88,88,88,88,0,0,0,1,0
45,450024,1,1,0,0,0,1,1,7,0,16,1,2016,7,12,30,0,1,7,2,4,CR- POLLARD RD,,0,34.32241389,-82.712105560000,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
45,450025,1,1,0,0,0,1,1,7,0,16,1,2016,7,13,7,0,1,4,1,3,SR-413,,0,34.43720833,-82.552269440000,0,35,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
45,450026,2,2,0,0,0,2,2,73,0,16,1,2016,7,8,10,0,1,3,1,3,SR-11,SR-67,91,34.60996389,-83.046008330000,0,12,6,0,2,4,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450027,2,2,0,0,0,2,2,53,0,16,1,2016,7,16,9,1,1,1,1,1,I-95,,51,32.62495000,-80.886433330000,0,12,1,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450028,1,1,0,0,0,1,1,63,0,17,1,2016,1,3,8,0,1,3,1,3,SR-302,,1,33.69550833,-81.267702780000,0,31,0,0,1,1,0,5,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
45,450029,2,2,0,0,0,6,6,75,0,17,1,2016,1,3,15,0,1,4,1,3,SR-3,,0,33.46977500,-81.271977780000,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450030,1,1,0,0,0,1,1,7,0,17,1,2016,1,15,45,0,1,4,1,3,SR-181,,33,34.35146111,-82.732208330000,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
45,450031,1,1,0,0,0,1,1,3,1800,18,1,2016,2,18,38,0,2,4,1,3,SR-1936,,0,33.51914167,-81.977080560000,0,1,0,0,1,1,0,1,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
45,450032,1,1,0,0,0,2,2,63,0,18,1,2016,2,4,57,0,1,7,2,4,CR-HARVEY BERRY RD,,0,33.79379167,-81.272105560000,0,42,0,0,1,1,0,5,6,1,0,1,0,0000000,99,99,99,99,99,99,20,0,0,1,0
45,450033,2,2,0,0,0,3,3,73,0,18,1,2016,2,6,20,1,1,1,1,1,I-85,,0,34.50276667,-82.980061110000,0,26,0,0,1,1,0,4,4,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450034,1,1,0,1,1,2,2,67,0,18,1,2016,2,18,5,0,1,4,1,3,SR-60,,34,34.22856944,-79.201350000000,0,9,0,0,1,1,0,1,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
45,450035,3,3,0,0,0,4,4,51,0,18,1,2016,2,18,11,0,2,3,1,2,US-501,CR-WEST PERRY RD,0,33.75755833,-78.967333330000,0,12,6,0,2,3,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450036,1,1,0,0,0,1,1,85,0,17,1,2016,1,3,30,0,1,3,1,3,SR-261,,220,33.73782500,-80.456538890000,0,35,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450037,1,1,0,0,0,1,1,91,0,19,1,2016,3,6,35,0,1,7,1,3,SR-1086,,26,35.13482222,-81.231161110000,0,34,0,0,1,1,0,4,4,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450038,2,2,0,0,0,2,2,19,1805,20,1,2016,4,18,29,1,2,3,1,2,US-78,CR-KOA DRIVE,0,32.98498056,-80.093241670000,0,12,6,0,2,3,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450039,1,1,0,1,1,3,3,63,370,21,1,2016,5,6,46,0,2,4,1,3,SR-35,,4,33.93853889,-81.043347220000,0,9,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450040,2,2,0,0,0,3,3,63,0,21,1,2016,5,3,10,1,2,3,1,3,SR-302,SR-378,208,33.94499444,-81.103213890000,0,12,1,0,2,4,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450041,2,2,0,0,0,3,3,83,0,21,1,2016,5,20,5,0,2,6,1,3,SR-290,SR-222,83,34.90645556,-82.099811110000,0,12,6,0,2,3,0,1,6,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450042,1,1,0,0,0,2,2,7,0,21,1,2016,5,21,38,0,2,4,1,3,SR-53,,29,34.68856667,-82.481172220000,0,38,0,0,1,1,0,4,2,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450043,1,1,0,0,0,1,1,53,0,22,1,2016,6,15,15,0,1,5,1,3,SR-17,,18,32.67839167,-81.093311110000,0,34,0,0,1,1,0,4,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450044,1,1,0,0,0,1,1,25,0,23,1,2016,7,4,0,0,1,7,1,3,SR-555,,21,34.73884444,-80.409566670000,0,34,0,0,1,1,0,4,2,11,0,11,0,0000000,88,88,88,88,88,88,0,0,0,1,1
45,450045,1,1,0,0,0,1,1,87,0,23,1,2016,7,12,23,0,1,4,1,3,SR-9,,93,34.81452222,-81.620994440000,0,34,0,0,1,1,0,4,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450046,1,1,0,1,1,1,1,45,0,23,1,2016,7,13,35,0,2,4,1,3,SR-14,,0,34.84024722,-82.245597220000,0,8,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450047,2,2,0,0,0,2,2,19,410,24,1,2016,1,18,53,0,2,4,1,3,SR-94,,39,32.73062500,-79.928202780000,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450048,2,2,0,0,0,2,2,73,0,24,1,2016,1,18,25,0,2,4,1,3,SR-37,SR-65,11,34.65337222,-82.856577780000,0,12,2,0,8,1,0,1,5,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450049,2,2,0,0,0,2,2,15,0,24,1,2016,1,23,40,0,1,4,1,3,SR-99,,0,32.99607778,-79.837361110000,0,12,8,0,1,1,0,1,6,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450050,2,2,0,0,0,3,3,23,0,26,1,2016,3,7,0,0,1,3,1,3,SR-9,SR-136,276,34.74929167,-81.047169440000,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450051,2,2,0,1,1,2,2,51,0,27,1,2016,4,22,17,1,2,3,1,2,US-501,,303,33.73074167,-78.942977780000,0,8,0,0,1,1,0,1,2,10,0,10,0,0000000,88,88,88,88,88,88,0,0,0,1,0
45,450052,1,1,0,1,1,1,1,33,0,28,1,2016,5,5,0,0,1,3,1,3,SR-38,,95,34.37777500,-79.574925000000,0,8,0,0,1,1,0,1,2,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450053,2,2,0,0,0,3,3,45,0,29,1,2016,6,2,0,1,2,3,1,2,US-25,SR-253,285,34.85218056,-82.451652780000,0,12,6,0,2,2,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
45,450054,1,1,0,0,0,1,1,61,0,29,1,2016,6,7,50,0,1,7,1,3,SR-26,,26,34.29066667,-80.173394440000,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
45,450055,2,2,0,0,0,4,4,51,0,29,1,2016,6,18,50,0,1,4,1,3,SR-548,CR-WAYSIDE RD,0,33.87101944,-79.139313890000,0,12,6,0,2,2,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450056,1,1,0,1,1,1,1,51,0,29,1,2016,6,19,55,1,1,3,1,3,SR-9,SR-420,218,34.04981667,-78.836602780000,0,8,0,0,2,2,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
45,450057,1,1,0,1,1,1,1,51,0,30,1,2016,7,17,59,0,2,4,1,3,SR-1240,,0,33.62487222,-79.008908330000,0,9,0,0,1,1,0,1,5,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
