STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,RUR_URB,FUNC_SYS,RD_OWNER,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
27,270001,1,1,0,0,0,1,1,3,9997,1,1,2016,6,0,25,0,2,4,1,3,SR-47 ST FRANCIS BLVD,,308,45.34212222,-93.398416670000,0,30,0,0,1,1,0,4,2,1,0,1,0,0000000,0,25,0,45,88,88,0,0,0,1,1
27,270002,2,2,0,0,0,2,2,137,3280,5,1,2016,3,9,2,1,2,3,1,2,US-169,SR-73,3441,47.39992778,-92.962533330000,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,9,4,9,8,88,88,0,0,0,1,0
27,270003,3,3,0,0,0,5,5,59,0,6,1,2016,4,15,45,0,1,4,1,3,SR-65,,553,45.72770833,-93.220938890000,0,12,2,0,1,1,0,1,1,10,0,10,0,0000000,15,45,15,48,99,99,0,0,0,1,0
27,270004,2,2,0,0,0,2,2,35,0,6,1,2016,4,16,45,0,1,4,2,4,CR-3,CR-19,105,46.50032222,-94.143344440000,0,12,6,0,2,3,0,1,1,1,0,1,0,0000000,16,45,16,55,17,20,0,0,0,1,0
27,270005,2,2,0,0,0,2,2,137,1900,11,1,2016,2,8,6,1,2,1,1,1,I-535,,7,46.75746944,-92.109219440000,0,24,0,1,19,1,0,4,1,10,0,10,0,0000000,8,7,99,99,99,99,0,0,0,1,0
27,270006,2,2,0,0,0,3,3,43,0,6,1,2016,4,19,3,1,1,3,1,2,US-169,,161,43.71624722,-94.134963890000,0,12,6,0,1,1,0,1,2,4,0,4,0,0000000,19,2,19,9,19,29,0,0,0,1,0
27,270007,2,2,0,0,0,3,3,3,0,12,1,2016,3,8,47,0,1,4,2,4,CR-22 VIKING BLVD NE,,210,45.33020556,-93.143752780000,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,8,46,9,0,9,30,0,0,0,2,0
27,270008,3,3,0,0,0,4,4,171,0,13,1,2016,4,22,47,1,2,3,1,2,US-12 BABCOCK BLVD,,1381,45.04996111,-93.800202780000,0,12,2,0,1,1,0,1,3,10,0,10,0,0000000,22,47,22,55,23,27,0,0,0,1,1
27,270009,1,1,0,0,0,1,1,5,0,12,1,2016,3,5,28,0,1,7,2,4,CR-123,,15,46.88393889,-95.247141670000,0,1,0,0,1,1,0,4,2,6,0,6,0,0000000,5,28,5,48,88,88,0,0,0,1,1
27,270010,2,2,0,0,0,2,2,67,0,17,1,2016,1,3,27,0,1,4,1,3,SR-7 195TH AVE SW,CR-7 105 ST SW,983,44.93468889,-95.228080560000,0,12,6,0,2,2,0,1,2,1,0,1,0,0000000,3,31,3,37,5,9,0,0,0,1,1
27,270011,2,2,0,0,0,5,5,27,0,17,1,2016,1,7,36,1,1,1,1,1,I-94,,205,46.69725000,-96.455669440000,0,12,1,0,1,1,0,1,4,1,0,1,0,0000000,7,36,7,45,8,47,0,0,0,1,0
27,270012,2,2,0,1,1,4,4,137,1900,20,1,2016,4,17,59,0,2,4,4,6,GRAND AVE,N 56TH AVE W,4,46.74003056,-92.167777780000,0,8,0,0,2,3,0,1,3,3,4,4,0,0000000,17,59,18,2,88,88,0,0,0,1,1
27,270013,2,2,0,0,0,3,3,57,0,20,1,2016,4,18,23,1,1,3,1,2,US-71,,3049,47.38153889,-94.863038890000,0,12,6,0,1,1,0,1,2,10,11,11,0,0000000,18,23,18,31,18,55,0,0,0,2,0
27,270014,2,2,0,0,0,3,3,21,0,22,1,2016,6,12,22,1,1,3,1,3,SR-210,,1117,46.33733889,-94.425836110000,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,12,22,12,40,99,99,0,0,0,2,0
27,270015,2,2,0,0,0,4,4,159,0,22,1,2016,6,16,25,0,1,5,2,4,CR-20,,14,46.46199444,-95.132502780000,0,12,6,0,1,1,0,2,1,10,0,10,0,0000000,16,25,16,30,16,35,0,0,0,1,0
27,270016,2,2,0,0,0,2,2,35,420,22,1,2016,6,18,13,1,2,3,1,3,SR-210,KNOLLWOOD DR S,1191,46.34715000,-94.272747220000,0,12,6,0,2,2,0,1,3,8,0,8,0,0000000,18,13,18,18,19,45,0,0,0,1,0
27,270017,2,2,0,0,0,4,4,35,0,24,1,2016,1,11,44,1,1,3,1,3,SR-371,BARBEAU RD,362,46.39832222,-94.275761110000,0,12,6,0,2,2,0,1,1,10,0,10,0,0000000,11,45,11,46,12,28,0,0,0,1,0
27,270018,1,1,0,0,0,1,1,3,5788,24,1,2016,1,18,41,0,2,7,4,6,167TH AVE NW,,8,45.27352500,-93.443041670000,0,42,0,0,1,1,0,5,2,10,0,10,0,0000000,18,42,18,50,88,88,0,0,0,1,1
27,270019,2,1,1,0,2,1,3,53,675,28,1,2016,5,10,21,0,2,4,4,6,E AMERICAN BLVD,,14,44.85962222,-93.270561110000,0,45,0,0,1,1,2,1,1,10,0,10,0,0000000,10,21,10,31,10,56,0,0,0,1,1
27,270020,2,2,0,0,0,2,2,163,1517,28,1,2016,5,15,27,0,2,4,1,3,SR-95 MANNING AVE E,CR-20 70TH ST S,1225,44.84786944,-92.862541670000,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,15,27,15,33,16,4,0,0,0,1,0
27,270021,2,2,0,0,0,3,3,169,0,1,2,2016,2,5,57,1,1,3,1,2,US-61,,154,43.98629167,-91.434133330000,0,12,6,0,1,1,0,1,2,10,0,10,0,0000000,5,57,6,16,99,99,0,0,0,2,0
