STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,RUR_URB,FUNC_SYS,RD_OWNER,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
18,180001,1,1,0,0,0,1,1,23,1640,3,1,2016,1,9,45,0,1,5,4,5,601 S MAISH RD,,0,40.27662778,-86.487172220000,0,33,0,0,1,1,0,4,1,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,1,0
18,180002,1,1,0,0,0,2,2,53,1490,2,1,2016,7,5,50,1,1,1,1,1,I-69,,2530,40.41073889,-85.548900000000,0,57,0,0,1,1,0,3,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
18,180003,1,1,0,0,0,1,1,53,2850,2,1,2016,7,8,30,0,1,6,2,4,CR- FRANCES SLOCUM TRL,,99998,40.61592778,-85.736400000000,0,30,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
18,180004,1,1,0,1,1,1,1,53,2850,5,1,2016,3,5,30,0,1,4,4,5,KEM RD,,99998,40.57455556,-85.681625000000,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,98,99,98,99,98,0,0,0,1,0
18,180005,3,3,0,0,0,3,3,179,3810,6,1,2016,4,12,59,0,1,4,1,3,SR-1 S,INDUSTRIAL PKWY,99998,40.86634444,-85.166525000000,0,12,1,0,3,3,0,1,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
18,180006,1,1,0,0,0,1,1,39,1410,7,1,2016,5,16,14,0,2,7,4,6,WOODS N WATER DR,PENDLETON DR,99998,41.65701389,-86.057619440000,0,42,0,0,1,1,0,4,1,10,0,10,0,0000000,99,98,99,98,99,98,0,0,0,1,0
18,180007,3,3,0,0,0,4,4,119,4630,8,1,2016,6,7,39,0,1,3,1,2,US-231 N,TOWER RD,99998,39.45159167,-86.768408330000,0,12,2,0,1,1,0,1,2,2,0,2,0,0000000,99,99,99,99,99,99,20,0,0,2,0
18,180008,1,1,0,0,0,1,1,145,4470,9,1,2016,7,13,0,0,1,5,2,4,CR-MICHIGAN RD,CR-425 S,99998,39.46468611,-85.653511110000,0,42,0,0,1,1,0,4,1,10,0,10,0,0000000,99,99,99,99,99,98,0,0,0,1,0
18,180009,1,1,0,1,1,1,1,89,1730,8,1,2016,6,18,16,1,2,3,4,6,GRANT ST,20TH AVE,0,41.58234722,-87.356255560000,0,8,0,0,2,2,0,1,2,2,0,2,0,0000000,99,99,99,99,88,88,0,0,0,1,0
18,180010,1,1,0,0,0,2,2,157,9997,10,1,2016,1,11,0,0,1,4,1,3,SR- 25,,0,40.46140556,-86.841644440000,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
18,180011,1,1,0,1,1,2,2,175,4340,10,1,2016,1,3,15,0,1,4,1,3,SR-56,,99998,38.62637222,-86.052836110000,0,8,0,0,1,1,0,1,2,12,0,12,0,0000000,99,98,99,98,99,98,19,0,0,1,1
18,180012,1,1,0,2,2,1,1,3,1580,11,1,2016,2,7,30,0,2,7,4,6,HIGH ST,LEORA ST,99998,41.08492778,-85.159436110000,0,8,0,0,1,1,0,1,2,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
18,180013,2,2,0,0,0,2,2,67,4283,8,1,2016,6,12,10,0,1,3,1,3,SR-26,CR-500 W,99998,40.41710000,-86.618486110000,0,12,6,0,2,2,0,1,1,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0
18,180014,1,1,0,1,1,2,2,97,2600,11,1,2016,2,18,0,0,2,4,4,2,US-36 W,GENEVA AVE,99998,39.84216944,-86.015252780000,0,9,0,0,1,1,0,1,3,10,0,10,0,0000000,99,99,99,99,99,98,0,0,0,1,1
18,180015,1,1,0,0,0,1,1,153,700,13,1,2016,4,16,49,0,1,5,2,4,CR- 700 S,,0,38.97860278,-87.388233330000,0,34,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0
