STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,RUR_URB,FUNC_SYS,RD_OWNER,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
26,260001,1,1,0,1,1,1,1,25,0,1,1,2016,6,5,52,1,1,1,1,1,I-94,,268,42.28318611,-84.796094440000,0,8,0,0,1,1,0,1,2,4,0,4,0,0000000,5,53,6,0,99,99,0,0,0,1,0
26,260002,1,1,0,0,0,5,5,163,1260,1,1,2016,6,1,45,1,2,3,98,6,LIVERNOIS AVE,,44,42.35660556,-83.138297220000,0,19,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1
26,260003,1,1,0,0,0,1,1,139,2290,1,1,2016,6,8,43,0,2,4,98,6,WAVERLY RD,,3,42.77263333,-86.077411110000,0,33,0,0,1,1,0,4,2,10,0,10,0,0000000,8,43,8,45,88,88,0,0,0,1,1
26,260004,1,1,0,1,1,1,1,163,738,3,1,2016,1,7,51,1,1,3,98,4,CR-CANTON CENTER RD,GLENGARRY BLVD,21,42.30254167,-83.486927780000,0,9,0,0,2,2,0,1,3,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260005,1,1,0,1,1,2,2,163,5176,6,1,2016,4,19,48,0,2,4,98,6,VENOY RD,DORSEY RD,17,42.29236667,-83.363655560000,0,8,0,0,3,3,0,1,3,1,0,1,0,0000000,19,49,19,54,88,88,0,0,0,1,0
26,260006,4,2,2,0,0,4,4,163,1480,8,1,2016,6,0,10,0,2,7,98,6,17TH,,2,42.25586389,-83.157141670000,0,12,1,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
26,260007,1,1,0,1,1,1,1,49,1730,2,1,2016,7,18,2,0,2,5,98,6,LIPPINCOTT,,17,43.00389167,-83.646319440000,0,8,0,0,1,1,0,1,3,10,0,10,0,0000000,18,3,18,13,88,88,0,0,0,1,0
26,260008,2,2,0,0,0,3,3,77,4030,9,1,2016,7,21,24,0,2,4,98,6,OAKLAND DR,,21,42.20198889,-85.613908330000,0,12,6,0,8,1,0,1,2,2,0,2,0,0000000,99,99,99,99,88,88,20,0,0,1,0
26,260009,2,2,0,0,0,3,3,87,0,11,1,2016,2,18,50,0,1,5,98,4,CR-COLUMBIAVILLE RD,,45,43.16077500,-83.316613890000,0,12,6,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,0
26,260010,1,1,0,0,0,1,1,87,0,10,1,2016,1,13,6,0,2,5,98,4,CR-WILDER RD,,45,43.03819167,-83.245041670000,0,16,0,0,1,1,0,1,1,4,0,4,0,0000000,13,10,13,17,88,88,0,0,0,1,0
26,260011,3,3,0,0,0,3,3,139,0,12,1,2016,3,13,20,1,2,3,98,3,SR-104 CLEVELAND AVE,,41,43.07387778,-86.133836110000,0,12,6,0,1,1,0,1,1,4,0,4,0,0000000,13,23,13,32,99,99,0,0,0,1,0
26,260012,5,5,0,0,0,5,5,163,1212,13,1,2016,4,17,47,1,2,3,98,6,INKSTER,CHERRY HILL,141,42.31167500,-83.310847220000,0,12,6,0,2,2,0,1,3,4,0,4,0,0000000,18,14,18,20,99,99,0,0,0,1,0
26,260013,1,1,0,1,1,1,1,99,4330,12,1,2016,3,17,45,1,2,3,98,6,12 MILE RD,MASSACHUSETTS,82,42.50989722,-82.924602780000,0,8,0,0,3,3,0,1,3,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260014,2,2,0,0,0,2,2,81,0,17,1,2016,1,22,24,0,2,5,98,4,CR-WHITE CREEK AVE,,24,43.20970556,-85.571066670000,0,12,2,0,1,1,0,1,2,4,0,4,0,0000000,99,99,99,99,88,88,0,0,0,1,1
26,260015,2,2,0,0,0,3,3,103,0,17,1,2016,1,10,45,1,1,3,98,2,US-41,,450,46.49277778,-87.813980560000,0,12,6,0,1,1,0,1,1,10,4,4,0,0000000,10,52,10,57,99,99,0,0,0,1,1
26,260016,2,2,0,1,1,2,2,147,0,15,1,2016,6,6,30,0,1,5,98,4,CR-NORTH RD,,20,43.03390556,-82.525677780000,0,12,8,0,1,1,0,2,2,10,0,10,0,0000000,6,39,6,50,99,99,23,0,0,1,0
26,260017,5,5,0,1,1,11,11,159,0,17,1,2016,1,13,55,1,2,1,1,1,I-94,,25,42.19121667,-86.176252780000,0,12,2,0,1,1,0,1,1,4,11,4,0,0000000,99,99,99,99,99,99,19,0,0,2,0
26,260018,2,2,0,0,0,2,2,5,2290,15,1,2016,6,16,27,1,1,1,1,1,I-196,,151,42.62818889,-86.204569440000,0,12,2,0,1,1,0,1,1,10,0,10,0,0000000,16,27,16,32,88,88,0,0,0,1,0
26,260019,2,2,0,0,0,5,5,57,0,18,1,2016,2,9,52,0,1,4,98,3,SR-57 W CLEVELAND RD,S WARNER RD,30,43.17645833,-84.778150000000,0,12,6,0,2,2,0,1,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260020,1,1,0,0,0,2,2,31,0,14,1,2016,5,20,31,0,1,7,98,4,CR-STURGEON BAY RD,,1,45.46339444,-84.625355560000,0,1,0,0,1,1,0,1,2,10,0,10,0,0000000,20,44,20,53,99,99,0,0,0,1,1
26,260021,1,1,0,1,1,1,1,99,4731,19,1,2016,3,19,53,1,2,3,98,6,MOUND RD,EIGHTEEN MILE RD,28,42.59411111,-83.050780560000,0,8,0,0,3,2,0,1,1,1,0,1,0,0000000,19,53,19,57,99,99,0,0,0,1,0
26,260022,3,3,0,0,0,4,4,125,3628,13,1,2016,4,10,0,1,2,3,98,3,SR-5,14 MILE RD,20,42.52692500,-83.445505560000,0,12,1,0,3,2,0,1,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260023,1,1,0,1,1,2,2,161,0,17,1,2016,1,19,13,0,2,4,98,4,CR-TEXTILE RD,,61,42.20280556,-83.564486110000,0,8,0,0,1,1,0,1,2,10,0,10,0,0000000,19,13,19,17,99,99,0,0,0,1,0
26,260024,1,1,0,0,0,1,1,91,0,16,1,2016,7,5,50,0,1,5,98,4,CR-PALMYRA HWY,,5,41.87992500,-83.957163890000,0,42,0,0,1,1,0,4,2,10,0,10,0,0000000,6,0,6,15,88,88,0,0,0,1,0
26,260025,2,2,0,0,0,2,2,127,0,20,1,2016,4,15,39,0,1,5,98,4,CR-120TH AVE,,61,43.78888889,-86.257908330000,0,12,6,0,1,1,0,1,1,10,0,10,0,0000000,16,7,16,15,88,88,22,0,0,1,0
26,260026,2,2,0,0,0,4,4,139,0,22,1,2016,6,8,8,0,2,5,98,4,CR-36TH AVE,,25,42.89285278,-85.871977780000,0,12,6,0,1,1,0,1,1,10,0,10,0,0000000,8,9,8,10,99,99,22,0,0,1,0
26,260027,1,1,0,0,0,1,1,25,0,21,1,2016,5,14,2,0,1,6,98,4,CR-12 MILE RD,,58,42.24700556,-85.061166670000,0,42,0,0,1,1,0,4,1,10,0,10,0,0000000,14,3,14,15,88,88,0,0,0,1,0
26,260028,2,2,0,0,0,3,3,147,0,25,1,2016,2,17,1,0,1,4,98,4,CR-FRED W MOORE HWY,WADHAMS RD,94,42.81555000,-82.554816670000,0,12,6,0,2,2,0,1,5,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260029,1,1,0,0,0,2,2,25,0,21,1,2016,5,4,2,0,1,7,98,4,CR-OAK GROVE RD,,15,42.17254444,-85.107938890000,0,42,0,0,1,1,0,4,2,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,2,1
26,260030,1,1,0,0,0,1,1,147,1066,14,1,2016,5,8,0,0,1,7,98,4,CR-MESKILL RD,,7,42.87018333,-82.710769440000,0,52,0,0,1,1,0,4,1,10,0,10,0,0000000,99,99,99,99,88,88,22,0,0,1,0
