STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,RUR_URB,FUNC_SYS,RD_OWNER,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
55,550001,1,1,0,0,0,1,1,25,0,2,1,2016,7,99,99,0,1,4,1,3,SR-113,,99998,43.25263889,-89.520461110000,0,26,0,0,1,1,0,3,2,1,0,1,0,0000000,6,27,6,40,7,31,0,0,0,1,1
55,550002,1,1,0,0,0,1,1,95,0,3,1,2016,1,99,99,0,1,4,1,3,SR-48,,99998,45.56942222,-92.170005560000,0,34,0,0,1,1,0,4,9,10,0,10,0,0000000,8,42,9,5,88,88,0,0,0,1,1
55,550003,2,2,0,0,0,2,2,21,1120,5,1,2016,3,9,14,1,2,3,1,2,US-151,,99998,43.32384444,-89.045316670000,0,12,1,0,1,1,0,1,1,1,0,1,0,0000000,9,17,9,24,88,88,0,0,0,1,0
55,550004,2,2,0,0,0,5,5,25,0,7,1,2016,5,9,42,1,1,3,1,2,US-14,,99998,43.09541944,-89.611813890000,0,12,2,0,1,1,0,1,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
55,550005,1,1,0,0,0,4,4,69,0,8,1,2016,6,17,53,1,1,2,1,2,US-51 RAMP,SR-64,99998,45.17549722,-89.645661110000,0,59,0,1,5,1,0,4,2,10,0,10,0,0000000,17,56,18,4,18,35,0,0,0,1,0
55,550006,2,2,0,0,0,2,2,53,0,9,1,2016,7,13,35,1,1,1,1,1,I-94,,99998,44.48104722,-91.113927780000,0,12,1,0,1,1,0,1,1,4,0,4,0,0000000,13,39,13,53,88,88,99,99,99,1,1
55,550007,1,1,0,0,0,1,1,33,0,12,1,2016,3,3,50,1,1,1,1,1,I-94,,99998,44.85675000,-91.658525000000,0,24,0,0,1,1,0,3,2,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,1,0
55,550008,2,2,0,0,0,3,3,45,0,4,1,2016,2,6,30,1,1,3,1,3,SR-11,,99998,42.58831944,-89.430763890000,0,12,8,0,1,1,0,1,2,1,0,1,0,0000000,6,31,6,46,99,99,0,0,0,1,0
55,550009,1,1,0,0,0,1,1,59,3795,13,1,2016,4,17,12,1,2,1,1,1,I-94 RAMP,CR-C/WILMOT RD,99998,42.54015556,-87.952052780000,0,38,0,1,5,1,0,4,2,10,0,10,0,0000000,17,15,17,25,17,50,0,0,0,1,0
55,550010,1,1,0,0,0,1,1,75,0,14,1,2016,5,2,10,0,1,5,2,4,CR-C,,0,45.38636389,-87.974794440000,0,34,0,0,1,1,0,4,2,10,0,10,0,0000000,2,12,2,28,88,88,0,0,0,1,1
55,550011,2,2,0,0,0,2,2,65,0,14,1,2016,5,17,20,0,1,4,1,3,SR-81,,9,99.99990000,999.999900000000,0,12,1,0,1,1,0,1,5,10,0,10,0,0000000,17,23,17,40,18,26,0,0,0,1,0
55,550012,2,2,0,0,0,2,2,117,0,20,1,2016,4,17,29,1,1,1,1,1,I-43,,99998,43.58699722,-87.788075000000,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,2,0
55,550013,2,2,0,0,0,5,5,79,3100,18,1,2016,2,20,49,0,2,7,4,6,OLIVE ST W,19TH ST N,0,43.09410278,-87.934286110000,0,12,7,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
55,550014,1,1,0,0,0,4,4,117,0,23,1,2016,7,2,22,0,1,7,3,5,RISSEEUW RD,,0,43.60138333,-87.862308330000,0,34,0,0,1,1,0,4,2,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,1
55,550015,2,2,0,0,0,9,9,79,3100,23,1,2016,7,10,45,1,2,3,4,6,PORT WASHINGTON AVE N,,0,43.08970833,-87.917175000000,0,12,1,0,1,1,0,1,1,10,0,10,0,0000000,10,49,10,52,88,88,0,0,0,1,0
55,550016,2,2,0,0,0,5,5,127,0,23,1,2016,7,19,50,0,1,4,1,3,SR-120,,99998,42.68257500,-88.404563890000,0,12,2,0,1,1,0,1,3,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,3,1
55,550017,3,3,0,0,0,4,4,35,0,17,1,2016,1,18,2,0,1,4,1,2,US-12,,99998,44.78525278,-91.354166670000,0,12,6,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
55,550018,2,2,0,0,0,3,3,97,3796,12,1,2016,3,19,18,1,2,3,1,2,US-51 BUSINESS,WILLOW DR,99998,44.45630000,-89.543788890000,0,12,6,0,2,2,0,1,3,10,0,10,0,0000000,19,23,19,33,19,57,0,0,0,1,0
55,550019,1,1,0,0,0,1,1,133,0,23,1,2016,7,19,17,1,1,1,1,1,I-43 RAMP,,99998,42.91026389,-88.218888890000,0,34,0,1,5,1,0,8,2,10,0,10,0,0000000,19,17,19,36,20,29,0,0,0,1,0
55,550020,1,1,0,0,0,1,1,9,9997,30,1,2016,7,2,6,0,2,4,1,3,SR-54 / MASON ST W,OVERLAND RD N,99998,44.50812500,-88.169247220000,3,30,0,0,3,3,0,4,3,1,0,1,0,0000000,2,6,2,31,88,88,0,0,0,1,1
55,550021,1,1,0,1,1,1,1,139,3620,27,1,2016,4,6,28,0,2,3,4,6,20TH AVE W,MONTANA ST,0,43.99583889,-88.546252780000,0,8,0,0,2,2,0,1,3,10,0,10,0,0000000,6,30,6,35,6,57,0,0,0,1,0
55,550022,1,1,0,2,2,2,2,19,0,28,1,2016,5,13,35,0,1,5,2,4,CR-A,,0,45.00206667,-90.408366670000,0,49,0,0,1,1,0,1,1,11,0,11,0,0000000,13,36,13,55,99,99,0,0,0,1,0
55,550023,2,2,0,0,0,2,2,5,0,13,1,2016,4,17,6,1,1,3,1,2,US-8,17TH ST,99998,45.39870278,-91.807250000000,0,12,6,0,2,2,0,1,5,10,0,10,0,0000000,17,8,17,21,88,88,0,0,0,1,0
55,550024,2,2,0,0,0,4,4,25,0,30,1,2016,7,15,7,0,1,4,2,4,CR-MM,,0,42.89715278,-89.373147220000,0,12,2,0,1,1,0,1,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
55,550025,2,2,0,0,0,6,6,105,440,22,1,2016,6,20,8,0,2,4,4,6,HACKETT ST,GRAND AVE W,0,42.50172778,-89.051480560000,0,12,6,0,2,2,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
55,550026,1,1,0,0,0,1,1,9,412,6,1,2016,4,23,30,1,2,2,1,3,SR-172,,99998,44.45318333,-87.972347220000,0,1,0,1,19,1,0,8,2,1,0,1,0,0000000,23,30,23,42,99,99,0,0,0,1,0
55,550027,1,1,0,0,0,1,1,45,0,1,2,2016,2,20,12,0,1,5,2,4,CR-C,CR-J,0,42.72683333,-89.724716670000,0,42,0,0,3,3,0,5,2,5,0,5,0,0000000,20,14,20,32,88,88,0,0,0,1,0
55,550028,1,1,0,0,0,1,1,127,0,4,2,2016,5,21,5,0,1,4,1,3,SR-59,,99998,42.80642222,-88.766358330000,0,30,0,0,1,1,0,4,2,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,1,1
55,550029,1,1,0,1,1,1,1,139,0,5,2,2016,6,23,43,0,1,5,2,4,CR-E,,0,44.01874722,-88.769147220000,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
55,550030,1,1,0,0,0,2,2,79,3100,7,2,2016,1,2,10,0,2,4,4,6,91ST ST N,,0,43.16254167,-88.024500000000,0,42,0,0,1,1,0,4,3,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,2,1
55,550031,2,2,0,1,1,5,5,133,5060,4,2,2016,5,17,54,1,2,3,1,3,SR-59,SR-164 / SUNSET DR E,99998,42.98678333,-88.207477780000,0,8,0,0,3,2,0,1,2,10,0,10,0,0000000,17,54,99,99,99,99,0,0,0,1,0
55,550032,2,2,0,0,0,2,2,111,310,10,2,2016,4,12,38,0,1,3,1,3,SR-33,,99998,43.47458889,-89.713166670000,0,12,6,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0
55,550033,2,2,0,0,0,4,4,79,715,5,2,2016,6,20,30,0,2,3,1,3,SR-57,,99998,43.17644444,-87.961833330000,0,12,2,1,18,1,0,1,2,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,1
55,550034,1,1,0,0,0,3,3,79,715,11,2,2016,5,0,30,1,2,3,2,4,CR-D / TEUTONIA AVE N,,0,43.16914167,-87.964825000000,0,33,0,0,1,1,0,4,3,1,0,1,0,0000000,0,35,0,40,99,99,0,0,0,2,1
55,550035,2,2,0,0,0,3,3,19,0,4,2,2016,5,8,35,1,1,3,1,3,SR-29,CR-P,99998,44.94376944,-90.495733330000,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,8,40,8,49,10,12,0,0,0,1,0
55,550036,1,1,0,0,0,4,4,43,0,12,2,2016,6,0,1,0,1,5,2,4,CR-U,,0,42.70688333,-90.732338890000,0,5,0,0,1,1,0,1,2,10,0,10,0,0000000,88,88,88,88,88,88,0,0,0,1,1
55,550037,1,1,0,0,0,1,1,105,0,13,2,2016,7,8,16,0,1,5,3,5,RIVER RD,,0,42.62110000,-89.065375000000,0,34,0,0,1,1,0,4,1,1,0,1,0,0000000,8,24,8,31,88,88,0,0,0,1,1
55,550038,1,1,0,0,0,2,2,131,0,14,2,2016,1,1,40,0,1,7,3,5,DONEGAL RD,,0,43.23652222,-88.349766670000,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,1,59,99,99,99,99,0,0,0,1,1
55,550039,1,1,0,0,0,5,5,25,0,14,2,2016,1,13,55,1,1,3,1,2,US-18,,99998,43.00598056,-89.771397220000,0,1,0,0,1,1,0,4,1,4,0,4,0,0000000,13,59,14,8,14,45,0,0,0,1,0
55,550040,2,2,0,0,0,2,2,115,4320,1,2,2016,2,6,5,0,2,3,1,3,SR-47 / AIRPORT RD,,99998,44.77054167,-88.568627780000,0,12,2,0,1,1,0,1,2,10,0,10,0,0000000,6,9,6,16,88,88,0,0,0,1,0
