STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,RUR_URB,FUNC_SYS,RD_OWNER,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
9,90001,5,5,0,0,0,6,6,9,810,6,1,2016,4,21,28,1,2,1,1,1,I-84,,332,41.55125000,-73.032158330000,0,12,1,0,1,1,0,1,3,1,0,1,0,0000000,21,28,21,38,22,4,0,0,0,1,0
9,90002,1,1,0,0,0,1,1,5,350,9,1,2016,7,11,50,0,1,5,1,3,SR-118,,12,41.75311111,-73.157344440000,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
9,90003,3,3,0,0,0,4,4,11,219,11,1,2016,2,4,28,1,2,1,1,1,I-95,,839,41.32476111,-72.251527780000,0,12,7,1,18,1,0,1,2,1,0,1,0,0000000,4,28,4,48,5,11,0,0,0,2,0
9,90004,1,1,0,0,0,4,4,13,775,12,1,2016,3,20,31,0,6,96,96,8,BIGELOW HOLLOW STATE PARK,,0,42.00521389,-72.128791670000,1,3,0,0,1,1,0,5,2,4,0,4,0,0000000,99,99,99,99,99,99,0,0,0,1,0
9,90005,2,2,0,0,0,2,2,11,339,14,1,2016,5,17,42,1,2,3,1,3,SR-12,NORTH GLENWOOD ROAD,75,41.46162778,-72.061777780000,0,12,2,0,2,3,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
9,90006,1,1,0,0,0,2,2,13,846,23,1,2016,7,19,34,0,1,7,3,6,DAVEVILLE ROAD,,30,41.87083056,-72.244361110000,0,31,0,0,1,1,0,4,2,11,0,11,0,0000000,19,34,19,40,20,31,0,0,0,1,0
9,90007,3,3,0,0,0,4,4,9,430,28,1,2016,5,10,37,1,2,3,1,2,US-1,SR-337,503,41.28978333,-72.892294440000,0,12,6,0,2,2,0,1,1,10,0,10,0,0000000,10,38,10,44,11,9,0,0,0,1,1
9,90008,2,2,0,0,0,2,2,9,385,9,1,2016,7,17,33,0,2,4,1,3,SR-736,,7,41.21605000,-73.035577780000,0,24,0,0,1,1,0,4,3,1,0,1,0,0000000,17,33,17,37,18,6,0,0,0,1,1
9,90009,1,1,0,0,0,1,1,9,267,30,1,2016,7,3,9,1,2,3,4,3,SR-10,,92,41.38819167,-72.897827780000,0,33,0,0,1,1,0,4,3,1,0,1,0,0000000,99,98,99,98,88,88,0,0,0,1,1
9,90010,1,1,0,1,1,3,3,3,365,15,1,2016,6,19,35,1,2,3,4,6,MAIN STREET,PEARL STREET,7,41.77393056,-72.521502780000,0,8,0,0,2,3,0,1,3,1,0,1,0,0000000,19,35,19,37,19,57,0,0,0,1,0
9,90011,1,1,0,0,0,1,1,1,835,22,1,2016,6,11,42,1,2,1,1,1,I-95,,199,41.12631389,-73.303800000000,0,24,0,0,1,1,0,4,1,1,0,1,0,0000000,11,43,11,58,88,88,0,0,0,1,0
9,90013,2,2,0,1,1,1,1,9,370,1,1,2016,6,6,24,1,2,2,1,3,SR-15,,651,41.54453056,-72.771786110000,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,6,26,6,35,6,50,19,0,0,1,0
9,90014,1,1,0,0,0,1,1,1,715,13,1,2016,4,21,17,1,2,2,1,3,SR-15,,372,41.24612222,-73.097266670000,0,31,0,0,1,1,0,5,3,1,0,1,0,0000000,21,30,21,39,22,5,0,0,0,1,0
